date;Usage_kWh;Lagging_Current_Reactive.Power_kVarh;Leading_Current_Reactive_Power_kVarh;CO2(tCO2);Lagging_Current_Power_Factor;Leading_Current_Power_Factor;NSM;WeekStatus;Day_of_week;Load_Type;country;machine_no;product_category;failure_reason
21/04/2018 06:45;2,92;3,71;0,0;0,0;61,85;100,0;24300;Weekend;Saturday;Light_Load;United Kingdom;2;PINK;incorrect data
21/04/2018 07:00;2,99;3,96;0,0;0,0;60,26;100,0;25200;Weekend;Saturday;Light_Load;United Kingdom;3;CARD;incorrect data
21/04/2018 07:15;3,53;3,78;0,0;0,0;68,25;100,0;26100;Weekend;Saturday;Light_Load;France;1;COOKIE;
21/04/2018 07:30;3,28;3,74;0,0;0,0;65,94;100,0;27000;Weekend;Saturday;Light_Load;France;1;BOX;
21/04/2018 07:45;3,02;3,82;0,0;0,0;62,02;100,0;27900;Weekend;Saturday;Light_Load;France;2;DOLL;
21/04/2018 08:00;6,88;7,02;0,0;0,0;69,99;100,0;28800;Weekend;Saturday;Light_Load;United Kingdom;1;other;
21/04/2018 08:15;28,98;23,04;0,0;0,01;78,28;100,0;29700;Weekend;Saturday;Light_Load;United Kingdom;3;COLOUR;
21/04/2018 08:30;35,5;29,52;0,0;0,02;76,89;100,0;30600;Weekend;Saturday;Light_Load;United Kingdom;3;HEART;
21/04/2018 08:45;30,89;25,06;0,0;0,01;77,66;100,0;31500;Weekend;Saturday;Light_Load;United Kingdom;1;BLUE;
21/04/2018 09:00;34,31;4,46;2,23;0,02;99,17;99,79;32400;Weekend;Saturday;Light_Load;France;3;WITH;
21/04/2018 09:15;57,74;4,46;0,54;0,03;99,7;100,0;33300;Weekend;Saturday;Medium_Load;France;2;BOX;
21/04/2018 09:30;34,34;1,55;1,33;0,02;99,9;99,93;34200;Weekend;Saturday;Medium_Load;United Kingdom;2;CREAM;
21/04/2018 09:45;36,43;3,13;0,47;0,02;99,63;99,99;35100;Weekend;Saturday;Medium_Load;United Kingdom;2;METAL;
21/04/2018 10:00;65,3;9,07;0,22;0,03;99,05;100,0;36000;Weekend;Saturday;Medium_Load;United Kingdom;2;WHITE;
21/04/2018 10:15;81,72;12,82;0,0;0,04;98,79;100,0;36900;Weekend;Saturday;Maximum_Load;France;3;LUNCH;
21/04/2018 10:30;89,21;15,23;0,0;0,04;98,57;100,0;37800;Weekend;Saturday;Maximum_Load;United Kingdom;2;WHITE;
21/04/2018 10:45;68,0;10,22;0,29;0,03;98,89;100,0;38700;Weekend;Saturday;Maximum_Load;France;1;SET;
21/04/2018 11:00;89,57;15,84;0,0;0,04;98,47;100,0;39600;Weekend;Saturday;Maximum_Load;France;1;METAL;
21/04/2018 11:15;61,63;25,81;0,04;0,03;92,24;100,0;40500;Weekend;Saturday;Maximum_Load;France;3;RED;
21/04/2018 11:30;72,36;29,41;0,0;0,03;92,64;100,0;41400;Weekend;Saturday;Maximum_Load;France;2;HANGING;
21/04/2018 11:45;73,04;28,3;0,0;0,03;93,25;100,0;42300;Weekend;Saturday;Maximum_Load;France;2;RED;
21/04/2018 12:00;54,25;19,04;1,84;0,02;94,36;99,94;43200;Weekend;Saturday;Maximum_Load;France;1;HANGING;
21/04/2018 12:15;4,0;0,0;13,75;0,0;100,0;27,93;44100;Weekend;Saturday;Medium_Load;United Kingdom;2;HEART;
21/04/2018 12:30;4,9;0,0;25,24;0,0;100,0;19,06;45000;Weekend;Saturday;Medium_Load;United Kingdom;2;BLUE;
21/04/2018 12:45;4,28;0,0;16,6;0,0;100,0;24,97;45900;Weekend;Saturday;Medium_Load;France;3;STAR;
21/04/2018 13:00;4,32;0,0;16,6;0,0;100,0;25,19;46800;Weekend;Saturday;Medium_Load;France;3;HEART;
21/04/2018 13:15;33,44;3,64;9,97;0,02;99,41;95,83;47700;Weekend;Saturday;Maximum_Load;United Kingdom;1;HANGING;
21/04/2018 13:30;84,6;19,3;0,0;0,04;97,5;100,0;48600;Weekend;Saturday;Maximum_Load;France;2;PINK;
21/04/2018 13:45;39,49;7,24;0,0;0,02;98,36;100,0;49500;Weekend;Saturday;Maximum_Load;United Kingdom;2;POT;
21/04/2018 14:00;39,64;9,58;0,0;0,02;97,2;100,0;50400;Weekend;Saturday;Maximum_Load;United Kingdom;3;PINK;
21/04/2018 14:15;39,74;5,4;0,76;0,02;99,09;99,98;51300;Weekend;Saturday;Maximum_Load;United Kingdom;2;RED;
21/04/2018 14:30;35,82;0,72;2,48;0,02;99,98;99,76;52200;Weekend;Saturday;Maximum_Load;France;2;WHITE;
21/04/2018 14:45;35,96;1,4;1,55;0,02;99,92;99,91;53100;Weekend;Saturday;Maximum_Load;United Kingdom;3;CREAM;
21/04/2018 15:00;40,32;7,6;0,4;0,02;98,27;100,0;54000;Weekend;Saturday;Maximum_Load;United Kingdom;3;HEART;
21/04/2018 15:15;40,79;9,5;0,0;0,02;97,39;100,0;54900;Weekend;Saturday;Maximum_Load;United Kingdom;3;HOLDER;
21/04/2018 15:30;61,2;24,3;0,0;0,03;92,94;100,0;55800;Weekend;Saturday;Maximum_Load;United Kingdom;2;HOLDER;
21/04/2018 15:45;45,11;13,21;0,0;0,02;95,97;100,0;56700;Weekend;Saturday;Maximum_Load;United Kingdom;3;RETRO;
21/04/2018 16:00;37,84;4,43;0,83;0,02;99,32;99,98;57600;Weekend;Saturday;Maximum_Load;United Kingdom;2;CARD;
21/04/2018 16:15;37,19;0,97;1,08;0,02;99,97;99,96;58500;Weekend;Saturday;Maximum_Load;France;3;WHITE;
21/04/2018 16:30;33,7;0,9;2,23;0,02;99,96;99,78;59400;Weekend;Saturday;Maximum_Load;France;3;TEA;
21/04/2018 16:45;35,96;1,3;1,22;0,02;99,93;99,94;60300;Weekend;Saturday;Maximum_Load;France;3;LUNCH;
21/04/2018 17:00;30,96;0,94;5,04;0,01;99,95;98,7;61200;Weekend;Saturday;Maximum_Load;United Kingdom;3;RED;
21/04/2018 17:15;4,36;0,0;21,6;0,0;100,0;19,79;62100;Weekend;Saturday;Medium_Load;United Kingdom;2;METAL;
21/04/2018 17:30;3,96;0,0;24,98;0,0;100,0;15,66;63000;Weekend;Saturday;Medium_Load;France;2;SET;
21/04/2018 17:45;3,96;0,0;22,79;0,0;100,0;17,12;63900;Weekend;Saturday;Medium_Load;United Kingdom;1;RED;
21/04/2018 18:00;3,92;0,0;23,0;0,0;100,0;16,8;64800;Weekend;Saturday;Medium_Load;France;1;HEART;
21/04/2018 18:15;3,74;0,0;6,52;0,0;100,0;49,76;65700;Weekend;Saturday;Medium_Load;France;2;LOVE;
21/04/2018 18:30;3,74;0,0;5,18;0,0;100,0;58,54;66600;Weekend;Saturday;Medium_Load;France;1;AND;
21/04/2018 18:45;3,82;0,0;15,55;0,0;100,0;23,86;67500;Weekend;Saturday;Medium_Load;France;2;PAPER;
21/04/2018 19:00;3,89;0,0;19,8;0,0;100,0;19,28;68400;Weekend;Saturday;Medium_Load;United Kingdom;3;HEART;
21/04/2018 19:15;3,96;0,0;23,51;0,0;100,0;16,61;69300;Weekend;Saturday;Medium_Load;United Kingdom;3;SET;
21/04/2018 19:30;3,92;0,0;25,56;0,0;100,0;15,16;70200;Weekend;Saturday;Medium_Load;United Kingdom;1;SET;
21/04/2018 19:45;4,9;0,0;25,16;0,0;100,0;19,12;71100;Weekend;Saturday;Medium_Load;United Kingdom;2;HOT;
21/04/2018 20:00;4,39;0,0;24,26;0,0;100,0;17,81;72000;Weekend;Saturday;Medium_Load;United Kingdom;3;CABINET;
21/04/2018 20:15;3,89;0,0;23,98;0,0;100,0;16,01;72900;Weekend;Saturday;Medium_Load;United Kingdom;1;TIN;
21/04/2018 20:30;3,96;0,0;25,85;0,0;100,0;15,14;73800;Weekend;Saturday;Medium_Load;United Kingdom;2;KEY;
21/04/2018 20:45;3,92;0,0;23,72;0,0;100,0;16,3;74700;Weekend;Saturday;Medium_Load;France;1;SET;
21/04/2018 21:00;3,89;0,0;24,05;0,0;100,0;15,97;75600;Weekend;Saturday;Medium_Load;France;3;CREAM;
21/04/2018 21:15;3,92;0,0;23,94;0,0;100,0;16,16;76500;Weekend;Saturday;Medium_Load;United Kingdom;3;HANGING;
21/04/2018 21:30;3,92;0,0;25,7;0,0;100,0;15,08;77400;Weekend;Saturday;Medium_Load;France;2;HEART;
21/04/2018 21:45;3,96;0,0;23,08;0,0;100,0;16,91;78300;Weekend;Saturday;Medium_Load;United Kingdom;3;other;
21/04/2018 22:00;3,53;0,0;20,23;0,0;100,0;17,19;79200;Weekend;Saturday;Medium_Load;France;2;CAKE;
21/04/2018 22:15;3,17;1,51;9,54;0,0;90,28;31,53;80100;Weekend;Saturday;Medium_Load;France;3;other;
21/04/2018 22:30;3,06;4,43;0,0;0,0;56,83;100,0;81000;Weekend;Saturday;Medium_Load;United Kingdom;1;CREAM;
21/04/2018 22:45;3,06;4,25;0,0;0,0;58,43;100,0;81900;Weekend;Saturday;Medium_Load;France;3;WHITE;
21/04/2018 23:00;3,02;4,18;0,0;0,0;58,56;100,0;82800;Weekend;Saturday;Medium_Load;France;1;SET;
21/04/2018 23:15;3,02;3,92;0,0;0,0;61,03;100,0;83700;Weekend;Saturday;Light_Load;France;1;BIRD;
21/04/2018 23:30;2,99;3,85;0,0;0,0;61,34;100,0;84600;Weekend;Saturday;Light_Load;France;3;HEART;human error
21/04/2018 23:45;3,38;4,03;0,0;0,0;64,26;100,0;85500;Weekend;Saturday;Light_Load;United Kingdom;3;WOOD;
21/04/2018 00:00;3,49;4,25;0,0;0,0;63,46;100,0;0;Weekend;Saturday;Light_Load;United Kingdom;2;GLASS;
22/04/2018 00:15;2,99;3,92;0,0;0,0;60,65;100,0;900;Weekend;Sunday;Light_Load;United Kingdom;3;HEART;incorrect configuration
22/04/2018 00:30;3,17;4,18;0,0;0,0;60,43;100,0;1800;Weekend;Sunday;Light_Load;France;1;VINTAGE;
22/04/2018 00:45;3,02;4,0;0,0;0,0;60,26;100,0;2700;Weekend;Sunday;Light_Load;France;3;CUP;
22/04/2018 01:00;2,99;4,07;0,0;0,0;59,21;100,0;3600;Weekend;Sunday;Light_Load;United Kingdom;1;SPACEBOY;incorrect data
22/04/2018 01:15;3,02;4,18;0,0;0,0;58,56;100,0;4500;Weekend;Sunday;Light_Load;United Kingdom;1;UNION;
22/04/2018 01:30;3,06;4,14;0,0;0,0;59,44;100,0;5400;Weekend;Sunday;Light_Load;France;2;TRAY;
22/04/2018 01:45;3,06;4,14;0,0;0,0;59,44;100,0;6300;Weekend;Sunday;Light_Load;France;3;CHARLOTTE;
22/04/2018 02:00;3,06;4,25;0,0;0,0;58,43;100,0;7200;Weekend;Sunday;Light_Load;United Kingdom;3;CREAM;
22/04/2018 02:15;3,02;4,07;0,0;0,0;59,59;100,0;8100;Weekend;Sunday;Light_Load;France;2;SET;
22/04/2018 02:30;3,56;3,92;0,0;0,0;67,23;100,0;9000;Weekend;Sunday;Light_Load;France;2;CARD;
22/04/2018 02:45;3,35;3,96;0,0;0,0;64,59;100,0;9900;Weekend;Sunday;Light_Load;France;3;BOX;
22/04/2018 03:00;3,06;4,21;0,0;0,0;58,79;100,0;10800;Weekend;Sunday;Light_Load;France;2;HEART;
22/04/2018 03:15;3,1;4,32;0,0;0,0;58,3;100,0;11700;Weekend;Sunday;Light_Load;France;1;RETROSPOT;
22/04/2018 03:30;3,06;4,36;0,0;0,0;57,45;100,0;12600;Weekend;Sunday;Light_Load;United Kingdom;1;SET;
22/04/2018 03:45;3,06;4,32;0,0;0,0;57,8;100,0;13500;Weekend;Sunday;Light_Load;France;2;CREAM;
22/04/2018 04:00;3,1;4,46;0,0;0,0;57,07;100,0;14400;Weekend;Sunday;Light_Load;United Kingdom;2;CHRISTMAS;
22/04/2018 04:15;3,06;4,36;0,0;0,0;57,45;100,0;15300;Weekend;Sunday;Light_Load;United Kingdom;2;METAL;
22/04/2018 04:30;3,13;4,36;0,0;0,0;58,32;100,0;16200;Weekend;Sunday;Light_Load;France;2;WHITE;
22/04/2018 04:45;3,6;4,57;0,0;0,0;61,88;100,0;17100;Weekend;Sunday;Light_Load;France;2;CARD;
22/04/2018 05:00;3,46;4,68;0,0;0,0;59,45;100,0;18000;Weekend;Sunday;Light_Load;France;2;RED;
22/04/2018 05:15;3,1;4,36;0,0;0,0;57,95;100,0;18900;Weekend;Sunday;Light_Load;France;2;GARDEN;
22/04/2018 05:30;3,06;4,43;0,0;0,0;56,83;100,0;19800;Weekend;Sunday;Light_Load;United Kingdom;3;RED;
22/04/2018 05:45;3,06;4,46;0,0;0,0;56,57;100,0;20700;Weekend;Sunday;Light_Load;United Kingdom;3;WATER;
22/04/2018 06:00;2,99;4,39;0,0;0,0;56,29;100,0;21600;Weekend;Sunday;Light_Load;United Kingdom;1;CUSHION;incorrect data
22/04/2018 06:15;3,06;4,57;0,0;0,0;55,64;100,0;22500;Weekend;Sunday;Light_Load;France;3;PACK;
22/04/2018 06:30;3,02;4,46;0,0;0,0;56,07;100,0;23400;Weekend;Sunday;Light_Load;France;2;FELTCRAFT;
22/04/2018 06:45;2,99;4,5;0,0;0,0;55,34;100,0;24300;Weekend;Sunday;Light_Load;France;1;HEART;human error
22/04/2018 07:00;3,02;4,36;0,0;0,0;56,94;100,0;25200;Weekend;Sunday;Light_Load;United Kingdom;1;GARDEN;
22/04/2018 07:15;3,2;4,32;0,0;0,0;59,52;100,0;26100;Weekend;Sunday;Light_Load;United Kingdom;3;CREAM;
22/04/2018 07:30;3,6;4,18;0,0;0,0;65,26;100,0;27000;Weekend;Sunday;Light_Load;United Kingdom;1;BOX;
22/04/2018 07:45;3,1;4,36;0,0;0,0;57,95;100,0;27900;Weekend;Sunday;Light_Load;United Kingdom;1;LIGHT;
22/04/2018 08:00;3,1;4,28;0,0;0,0;58,66;100,0;28800;Weekend;Sunday;Light_Load;France;2;UNION;
22/04/2018 08:15;21,13;19,3;0,0;0,01;73,84;100,0;29700;Weekend;Sunday;Light_Load;United Kingdom;3;DESIGN;
22/04/2018 08:30;29,52;28,01;0,0;0,01;72,54;100,0;30600;Weekend;Sunday;Light_Load;United Kingdom;1;SET;
22/04/2018 08:45;31,1;29,7;0,0;0,01;72,32;100,0;31500;Weekend;Sunday;Light_Load;France;3;HEART;
22/04/2018 09:00;31,72;5,76;1,26;0,01;98,39;99,92;32400;Weekend;Sunday;Light_Load;United Kingdom;2;SET;
22/04/2018 09:15;31,93;1,15;1,98;0,01;99,94;99,81;33300;Weekend;Sunday;Medium_Load;United Kingdom;2;METAL;
22/04/2018 09:30;30,92;0,72;3,06;0,01;99,97;99,51;34200;Weekend;Sunday;Medium_Load;France;3;HANGING;
22/04/2018 09:45;32,36;1,3;1,69;0,01;99,92;99,86;35100;Weekend;Sunday;Medium_Load;France;3;WHITE;
22/04/2018 10:00;33,12;1,04;2,12;0,02;99,95;99,8;36000;Weekend;Sunday;Medium_Load;France;1;METAL;
22/04/2018 10:15;31,75;0,72;3,17;0,01;99,97;99,51;36900;Weekend;Sunday;Maximum_Load;France;1;AND;
22/04/2018 10:30;30,42;0,58;3,53;0,01;99,98;99,33;37800;Weekend;Sunday;Maximum_Load;France;3;T-LIGHT;
22/04/2018 10:45;32,08;1,08;1,98;0,01;99,94;99,81;38700;Weekend;Sunday;Maximum_Load;France;2;WHITE;
22/04/2018 11:00;31,21;1,01;2,05;0,01;99,95;99,78;39600;Weekend;Sunday;Maximum_Load;United Kingdom;2;WHITE;
22/04/2018 11:15;31,79;15,77;0,11;0,01;89,58;100,0;40500;Weekend;Sunday;Maximum_Load;France;1;TIN;
22/04/2018 11:30;30,78;14,9;0,0;0,01;90,01;100,0;41400;Weekend;Sunday;Maximum_Load;United Kingdom;1;FELTCRAFT;
22/04/2018 11:45;32,94;16,85;0,0;0,02;89,03;100,0;42300;Weekend;Sunday;Maximum_Load;United Kingdom;1;WITH;
22/04/2018 12:00;20,7;8,68;1,48;0,01;92,22;99,75;43200;Weekend;Sunday;Maximum_Load;France;1;ASSORTED;
22/04/2018 12:15;3,56;0,0;12,82;0,0;100,0;26,76;44100;Weekend;Sunday;Medium_Load;France;3;WATER;
22/04/2018 12:30;3,64;0,0;16,63;0,0;100,0;21,38;45000;Weekend;Sunday;Medium_Load;France;2;PINK;
22/04/2018 12:45;3,64;0,0;16,67;0,0;100,0;21,33;45900;Weekend;Sunday;Medium_Load;United Kingdom;3;ROSE;
22/04/2018 13:00;3,64;0,0;16,63;0,0;100,0;21,38;46800;Weekend;Sunday;Medium_Load;United Kingdom;2;CUP;
22/04/2018 13:15;17,35;0,5;10,51;0,01;99,96;85,53;47700;Weekend;Sunday;Maximum_Load;United Kingdom;3;HOT;
22/04/2018 13:30;35,78;1,62;1,22;0,02;99,9;99,94;48600;Weekend;Sunday;Maximum_Load;France;1;WITH;
22/04/2018 13:45;32,83;0,94;2,52;0,02;99,96;99,71;49500;Weekend;Sunday;Maximum_Load;United Kingdom;2;BOX;
22/04/2018 14:00;34,99;1,22;1,51;0,02;99,94;99,91;50400;Weekend;Sunday;Maximum_Load;France;3;ALPHABET;
22/04/2018 14:15;32,94;1,01;2,23;0,02;99,95;99,77;51300;Weekend;Sunday;Maximum_Load;France;1;PEN;
22/04/2018 14:30;35,35;1,33;1,4;0,02;99,93;99,92;52200;Weekend;Sunday;Maximum_Load;France;1;other;
22/04/2018 14:45;35,21;1,01;1,84;0,02;99,96;99,86;53100;Weekend;Sunday;Maximum_Load;France;1;WHITE;
22/04/2018 15:00;34,85;0,83;2,02;0,02;99,97;99,83;54000;Weekend;Sunday;Maximum_Load;France;2;BLUE;
22/04/2018 15:15;31,5;0,4;3,64;0,01;99,99;99,34;54900;Weekend;Sunday;Maximum_Load;France;3;ALARM;
22/04/2018 15:30;33,01;0,9;2,66;0,02;99,96;99,68;55800;Weekend;Sunday;Maximum_Load;United Kingdom;1;HEART;
22/04/2018 15:45;33,12;0,94;2,63;0,02;99,96;99,69;56700;Weekend;Sunday;Maximum_Load;France;3;WHITE;
22/04/2018 16:00;36,61;1,4;1,37;0,02;99,93;99,93;57600;Weekend;Sunday;Maximum_Load;United Kingdom;2;RED;
22/04/2018 16:15;35,24;1,04;1,98;0,02;99,96;99,84;58500;Weekend;Sunday;Maximum_Load;France;3;SET;
22/04/2018 16:30;35,71;1,01;1,48;0,02;99,96;99,91;59400;Weekend;Sunday;Maximum_Load;France;1;HOME;
22/04/2018 16:45;36,68;1,19;1,08;0,02;99,95;99,96;60300;Weekend;Sunday;Maximum_Load;United Kingdom;2;RETROSPOT;
22/04/2018 17:00;13,21;0,07;13,86;0,01;100,0;68,99;61200;Weekend;Sunday;Maximum_Load;France;3;LARGE;
22/04/2018 17:15;4,25;0,0;22,21;0,0;100,0;18,79;62100;Weekend;Sunday;Medium_Load;France;1;HEART;
22/04/2018 17:30;4,18;0,0;20,88;0,0;100,0;19,63;63000;Weekend;Sunday;Medium_Load;France;3;BIRD;
22/04/2018 17:45;4,1;0,0;17,32;0,0;100,0;23,04;63900;Weekend;Sunday;Medium_Load;United Kingdom;3;other;
22/04/2018 18:00;4,1;0,0;17,03;0,0;100,0;23,41;64800;Weekend;Sunday;Medium_Load;France;3;HEART;
22/04/2018 18:15;3,96;0,0;5,47;0,0;100,0;58,64;65700;Weekend;Sunday;Medium_Load;United Kingdom;1;PINK;
22/04/2018 18:30;3,92;0,0;4,68;0,0;100,0;64,21;66600;Weekend;Sunday;Medium_Load;United Kingdom;2;BIRD;
22/04/2018 18:45;4,07;0,0;13,86;0,0;100,0;28,18;67500;Weekend;Sunday;Medium_Load;United Kingdom;2;RIBBONS;
22/04/2018 19:00;4,03;0,0;18,32;0,0;100,0;21,48;68400;Weekend;Sunday;Medium_Load;France;2;HEART;
22/04/2018 19:15;4,07;0,0;21,24;0,0;100,0;18,82;69300;Weekend;Sunday;Medium_Load;France;3;RED;
22/04/2018 19:30;4,14;0,0;20,74;0,0;100,0;19,58;70200;Weekend;Sunday;Medium_Load;France;2;AND;
22/04/2018 19:45;3,85;0,0;19,19;0,0;100,0;19,67;71100;Weekend;Sunday;Medium_Load;France;3;RETROSPOT;
22/04/2018 20:00;3,64;0,0;17,6;0,0;100,0;20,25;72000;Weekend;Sunday;Medium_Load;United Kingdom;1;METAL;
22/04/2018 20:15;4,07;0,0;24,12;0,0;100,0;16,64;72900;Weekend;Sunday;Medium_Load;France;3;T-LIGHT;
22/04/2018 20:30;3,71;0,0;19,58;0,0;100,0;18,62;73800;Weekend;Sunday;Medium_Load;United Kingdom;2;STAR;
22/04/2018 20:45;3,46;0,0;16,81;0,0;100,0;20,16;74700;Weekend;Sunday;Medium_Load;France;3;RETROSPOT;
22/04/2018 21:00;3,42;0,0;16,85;0,0;100,0;19,89;75600;Weekend;Sunday;Medium_Load;France;2;RED;
22/04/2018 21:15;3,46;0,0;16,78;0,0;100,0;20,19;76500;Weekend;Sunday;Medium_Load;United Kingdom;1;CAKE;
22/04/2018 21:30;3,49;0,0;16,78;0,0;100,0;20,36;77400;Weekend;Sunday;Medium_Load;France;1;50'S;
22/04/2018 21:45;3,42;0,0;16,88;0,0;100,0;19,86;78300;Weekend;Sunday;Medium_Load;United Kingdom;3;WHITE;
22/04/2018 22:00;3,42;0,0;16,88;0,0;100,0;19,86;79200;Weekend;Sunday;Medium_Load;France;1;BOX;
22/04/2018 22:15;3,31;1,73;9,4;0,0;88,63;33,21;80100;Weekend;Sunday;Medium_Load;France;2;RED;
22/04/2018 22:30;3,2;4,64;0,0;0,0;56,77;100,0;81000;Weekend;Sunday;Medium_Load;France;1;CARD;
22/04/2018 22:45;3,53;4,57;0,0;0,0;61,13;100,0;81900;Weekend;Sunday;Medium_Load;United Kingdom;3;HOT;
22/04/2018 23:00;3,6;4,32;0,0;0,0;64,02;100,0;82800;Weekend;Sunday;Medium_Load;France;1;HANGING;
22/04/2018 23:15;3,17;4,21;0,0;0,0;60,15;100,0;83700;Weekend;Sunday;Light_Load;France;3;DOLL;
22/04/2018 23:30;3,13;4,28;0,0;0,0;59,03;100,0;84600;Weekend;Sunday;Light_Load;United Kingdom;2;GARDEN;
22/04/2018 23:45;3,17;4,32;0,0;0,0;59,16;100,0;85500;Weekend;Sunday;Light_Load;United Kingdom;3;HANGER;
22/04/2018 00:00;3,2;4,32;0,0;0,0;59,52;100,0;0;Weekend;Sunday;Light_Load;France;2;CHARLOTTE;
23/04/2018 00:15;3,17;4,32;0,0;0,0;59,16;100,0;900;Weekday;Monday;Light_Load;United Kingdom;2;BOTTLE;
23/04/2018 00:30;3,17;4,5;0,0;0,0;57,59;100,0;1800;Weekday;Monday;Light_Load;United Kingdom;3;SET;
23/04/2018 00:45;3,17;4,39;0,0;0,0;58,54;100,0;2700;Weekday;Monday;Light_Load;United Kingdom;2;HOT;
23/04/2018 01:00;3,17;4,36;0,0;0,0;58,81;100,0;3600;Weekday;Monday;Light_Load;France;2;BLUE;
23/04/2018 01:15;3,53;4,64;0,0;0,0;60,55;100,0;4500;Weekday;Monday;Light_Load;United Kingdom;2;T-LIGHT;
23/04/2018 01:30;3,71;4,82;0,0;0,0;60,99;100,0;5400;Weekday;Monday;Light_Load;United Kingdom;2;HEART;
23/04/2018 01:45;3,17;4,28;0,0;0,0;59,52;100,0;6300;Weekday;Monday;Light_Load;United Kingdom;1;SET;
23/04/2018 02:00;3,13;4,32;0,0;0,0;58,67;100,0;7200;Weekday;Monday;Light_Load;United Kingdom;1;other;
23/04/2018 02:15;3,46;4,39;0,0;0,0;61,9;100,0;8100;Weekday;Monday;Light_Load;United Kingdom;3;CHRISTMAS;
23/04/2018 02:30;3,6;4,43;0,0;0,0;63,07;100,0;9000;Weekday;Monday;Light_Load;France;1;WHITE;
23/04/2018 02:45;3,2;4,43;0,0;0,0;58,56;100,0;9900;Weekday;Monday;Light_Load;France;2;WHITE;
23/04/2018 03:00;3,17;4,36;0,0;0,0;58,81;100,0;10800;Weekday;Monday;Light_Load;United Kingdom;3;HEART;
23/04/2018 03:15;3,17;4,32;0,0;0,0;59,16;100,0;11700;Weekday;Monday;Light_Load;France;1;THE;
23/04/2018 03:30;3,17;4,21;0,0;0,0;60,15;100,0;12600;Weekday;Monday;Light_Load;United Kingdom;1;SPOTTY;
23/04/2018 03:45;3,13;4,25;0,0;0,0;59,3;100,0;13500;Weekday;Monday;Light_Load;United Kingdom;2;RED;
23/04/2018 04:00;3,2;4,18;0,0;0,0;60,79;100,0;14400;Weekday;Monday;Light_Load;France;1;COLOUR;
23/04/2018 04:15;3,13;4,14;0,0;0,0;60,31;100,0;15300;Weekday;Monday;Light_Load;United Kingdom;2;VINTAGE;
23/04/2018 04:30;3,13;4,1;0,0;0,0;60,68;100,0;16200;Weekday;Monday;Light_Load;France;2;other;
23/04/2018 04:45;3,1;3,96;0,0;0,0;61,64;100,0;17100;Weekday;Monday;Light_Load;United Kingdom;1;CREAM;
23/04/2018 05:00;3,13;4,07;0,0;0,0;60,96;100,0;18000;Weekday;Monday;Light_Load;United Kingdom;2;BOTTLE;
23/04/2018 05:15;3,17;3,96;0,0;0,0;62,49;100,0;18900;Weekday;Monday;Light_Load;United Kingdom;2;PACK;
23/04/2018 05:30;3,31;4,0;0,0;0,0;63,75;100,0;19800;Weekday;Monday;Light_Load;France;2;AND;
23/04/2018 05:45;4,28;5,08;0,0;0,0;64,43;100,0;20700;Weekday;Monday;Light_Load;France;3;SET;
23/04/2018 06:00;3,42;4,21;0,0;0,0;63,05;100,0;21600;Weekday;Monday;Light_Load;France;1;DOLL;
23/04/2018 06:15;3,02;3,85;0,0;0,0;61,72;100,0;22500;Weekday;Monday;Light_Load;United Kingdom;3;T-LIGHT;
23/04/2018 06:30;3,06;3,89;0,0;0,0;61,83;100,0;23400;Weekday;Monday;Light_Load;France;3;SET;
23/04/2018 06:45;3,13;4,07;0,0;0,0;60,96;100,0;24300;Weekday;Monday;Light_Load;France;1;WHITE;
23/04/2018 07:00;3,06;4,03;0,0;0,0;60,47;100,0;25200;Weekday;Monday;Light_Load;France;1;HEART;
23/04/2018 07:15;3,1;3,85;0,0;0,0;62,72;100,0;26100;Weekday;Monday;Light_Load;France;3;HEART;
23/04/2018 07:30;3,89;3,89;0,0;0,0;70,71;100,0;27000;Weekday;Monday;Light_Load;France;2;TEA;
23/04/2018 07:45;4,5;4,9;0,0;0,0;67,64;100,0;27900;Weekday;Monday;Light_Load;United Kingdom;2;SPOTTY;
23/04/2018 08:00;4,64;4,28;0,0;0,0;73,5;100,0;28800;Weekday;Monday;Light_Load;United Kingdom;2;other;
23/04/2018 08:15;28,01;24,23;0,0;0,01;75,63;100,0;29700;Weekday;Monday;Light_Load;France;3;BOX;
23/04/2018 08:30;55,73;50,29;0,0;0,03;74,24;100,0;30600;Weekday;Monday;Light_Load;United Kingdom;2;BOX;
23/04/2018 08:45;64,3;56,38;0,0;0,03;75,19;100,0;31500;Weekday;Monday;Light_Load;France;2;METAL;
23/04/2018 09:00;82,55;52,74;0,0;0,04;84,27;100,0;32400;Weekday;Monday;Light_Load;United Kingdom;3;SET;
23/04/2018 09:15;71,68;35,1;0,0;0,03;89,81;100,0;33300;Weekday;Monday;Medium_Load;France;1;ALPHABET;
23/04/2018 09:30;77,33;44,14;0,0;0,04;86,85;100,0;34200;Weekday;Monday;Medium_Load;United Kingdom;3;SET;
23/04/2018 09:45;64,73;25,63;0,0;0,03;92,98;100,0;35100;Weekday;Monday;Medium_Load;France;2;T-LIGHT;
23/04/2018 10:00;74,38;41,4;0,0;0,03;87,38;100,0;36000;Weekday;Monday;Medium_Load;France;3;SET;
23/04/2018 10:15;72,18;39,56;0,0;0,03;87,69;100,0;36900;Weekday;Monday;Maximum_Load;France;3;MUG;
