CustomerID;recency;frequency;monetary;cluster
13555.0;94;136;2578,64;1
13557.0;49;34;544,7;0
13558.0;26;175;592,91;0
13560.0;28;33;174,37;0
13561.0;236;14;83,82;2
13562.0;102;82;1649,16;1
13563.0;105;49;414,07;0
13564.0;165;85;1075,85;0
13565.0;40;38;239,13;0
13566.0;61;176;854,02;0
13568.0;194;44;190,85;2
13569.0;38;85;357,65;0
13570.0;264;27;212,19;2
13571.0;33;341;2063,56;1
13572.0;226;33;762,58;2
13573.0;71;26;254,18;0
13575.0;44;46;719,38;0
13576.0;31;130;2315,47;1
13577.0;46;85;1502,12;1
13579.0;35;23;411,88;0
13581.0;330;10;109,71;2
13583.0;176;53;736,63;0
13584.0;327;24;131,4;2
13587.0;52;11;212,95;0
13588.0;36;180;2355,53;1
13589.0;35;21;324,82;0
13590.0;32;89;1485,29;1
13591.0;85;58;1011,66;0
13592.0;56;16;215,16;0
13593.0;129;129;1893,71;1
13594.0;73;26;390,41;0
13596.0;26;166;683,44;0
13598.0;68;41;165,77;0
13599.0;22;264;2578,64;1
13600.0;333;19;171,22;2
13601.0;66;99;682,45;0
13602.0;85;23;412,98;0
13603.0;47;27;161,24;0
13606.0;50;43;236,28;0
13607.0;61;98;660,96;0
13610.0;33;228;1103,24;0
13611.0;110;76;1071,72;0
13614.0;45;201;1458,64;1
13615.0;333;24;404,47;2
13617.0;61;44;497,44;0
13618.0;194;13;167,13;2
13621.0;137;19;216,09;0
13623.0;51;86;572,0;0
13626.0;273;19;257,23;2
13627.0;80;94;1363,56;0
13629.0;44;59;1440,37;1
13630.0;26;80;1173,45;0
13631.0;120;12;318,01;0
13632.0;45;147;1977,13;1
13634.0;54;188;1493,2;1
13635.0;88;62;1033,59;0
13636.0;57;64;891,13;0
13637.0;73;101;796,9;0
13638.0;36;8;112,62;0
13639.0;95;40;681,74;0
13642.0;236;66;331,66;2
13643.0;52;28;502,05;0
13644.0;29;148;2327,71;1
13645.0;141;5;131,54;0
13647.0;30;80;1428,49;1
13649.0;277;23;286,22;2
13650.0;37;98;1668,86;1
13651.0;56;6;87,15;0
13652.0;66;63;1081,16;0
13654.0;64;166;2475,71;1
13655.0;135;56;880,95;0
13656.0;185;49;354,88;2
13657.0;31;16;276,24;0
13658.0;30;112;2119,32;1
13659.0;218;108;1332,67;2
13662.0;106;58;823,42;0
13663.0;200;13;186,47;2
13666.0;81;12;83,55;0
13667.0;170;87;297,92;2
13668.0;23;501;2578,64;1
13669.0;71;9;183,95;0
13670.0;96;25;348,01;0
13672.0;322;16;148,86;2
13673.0;39;65;342,33;0
13675.0;172;25;468,9;2
13678.0;172;16;144,32;2
13680.0;22;216;2211,24;1
13681.0;38;57;795,82;0
13682.0;208;3;49,9;2
13684.0;306;31;67,23;2
13685.0;23;39;156,87;0
13686.0;203;8;72,0;2
13689.0;84;6;159,55;0
13690.0;80;9;137,25;0
13692.0;45;55;814,6;0
13693.0;346;4;0,0;2
13694.0;24;585;2578,64;1
13695.0;52;90;1808,77;1
13697.0;59;12;150,88;0
13699.0;176;14;294,13;2
13700.0;47;197;1843,77;1
13703.0;339;1;28,91;2
13704.0;26;135;2163,55;1
13705.0;28;28;498,06;0
13706.0;323;20;303,41;2
13707.0;288;48;713,62;2
13708.0;292;51;285,66;2
13709.0;24;346;2578,64;1
13710.0;52;8;132,83;0
13711.0;239;13;241,84;2
13712.0;267;10;142,2;2
13715.0;302;108;1067,31;2
13716.0;290;21;138,28;2
13717.0;53;103;1273,16;0
13718.0;267;12;200,23;2
13719.0;36;60;956,5;0
13720.0;137;43;720,97;0
13721.0;57;28;503,59;0
13722.0;141;86;1750,0;1
13723.0;238;6;159,09;2
13725.0;70;118;1642,03;1
13726.0;59;42;592,15;0
13727.0;49;20;313,9;0
13728.0;57;63;993,94;0
13730.0;156;43;701,76;0
13731.0;240;38;574,35;2
13732.0;49;33;489,68;0
13735.0;45;208;2468,25;1
13736.0;26;194;678,19;0
13737.0;221;30;267,47;2
13739.0;39;3;86,73;0
13740.0;261;23;310,42;2
13741.0;92;35;605,46;0
13742.0;37;323;2578,64;1
13743.0;23;42;837,9;0
13744.0;116;72;1045,58;0
13745.0;172;26;280,48;2
13747.0;394;1;28,91;2
13748.0;116;28;504,23;0
13750.0;74;24;472,09;0
13751.0;309;9;140,16;2
13752.0;145;76;948,91;0
13753.0;308;35;633,6;2
13754.0;172;12;221,02;2
13755.0;24;343;1948,2;1
13756.0;23;143;2578,64;1
13758.0;32;117;2213,73;1
13759.0;54;25;446,11;0
13760.0;75;57;286,79;0
13761.0;71;70;1067,28;0
13762.0;225;14;175,03;2
13763.0;84;17;433,65;0
13764.0;91;208;1502,33;1
13767.0;23;399;2578,64;1
13769.0;23;143;2282,13;1
13771.0;85;120;2168,78;1
13772.0;54;177;1027,22;0
13774.0;102;22;338,0;0
13777.0;21;219;2578,64;1
13778.0;124;9;177,61;0
13780.0;28;57;275,99;0
13781.0;271;17;116,24;2
13782.0;33;115;879,99;0
13784.0;30;31;710,18;0
13786.0;388;7;164,84;2
13787.0;96;31;277,89;0
13790.0;25;45;302,12;0
13791.0;64;17;271,49;0
13792.0;87;13;191,0;0
13798.0;22;439;2578,64;1
13799.0;137;39;631,69;0
13800.0;330;33;510,94;2
13801.0;87;23;310,7;0
13802.0;159;66;1385,7;0
13803.0;276;17;277,07;2
13804.0;51;137;2410,06;1
13805.0;73;13;156,09;0
13806.0;84;10;199,0;0
13807.0;388;7;112,6;2
13808.0;26;76;1390,88;1
13809.0;326;12;131,85;2
13810.0;49;36;670,39;0
13811.0;204;14;328,85;2
13812.0;63;36;507,75;0
13813.0;60;71;1201,68;0
13814.0;77;58;1172,82;0
13815.0;43;177;2578,64;1
13816.0;44;33;467,48;0
13817.0;50;24;352,83;0
13819.0;322;36;756,69;2
13821.0;165;59;369,59;0
13822.0;26;96;519,01;0
13823.0;39;40;728,36;0
13824.0;53;46;1025,89;0
13826.0;179;12;165,11;2
13827.0;78;93;367,1;0
13828.0;43;15;182,13;0
13829.0;380;1;0,0;2
13831.0;37;74;947,04;0
13832.0;38;4;52,2;0
13833.0;180;29;367,32;2
13835.0;46;55;813,2;0
13837.0;232;19;238,56;2
13838.0;26;174;662,73;0
13841.0;273;1;20,4;2
13842.0;79;206;2578,64;1
13844.0;32;20;353,74;0
13845.0;85;9;202,94;0
13846.0;45;58;841,98;0
13848.0;113;5;55,44;0
13849.0;72;101;1487,74;1
13850.0;109;94;1572,69;1
13851.0;116;81;1452,89;1
13853.0;29;24;593,72;0
13854.0;29;114;2578,64;1
13856.0;189;17;190,86;2
13858.0;78;11;211,09;0
13859.0;347;28;195,77;2
13860.0;22;77;1205,13;0
13862.0;39;142;2150,09;1
13863.0;266;22;295,59;2
13865.0;79;30;477,56;0
13866.0;95;7;139,9;0
13867.0;52;61;941,74;0
13868.0;28;33;503,0;0
13869.0;144;307;2578,64;1
13870.0;23;118;2000,89;1
13871.0;43;338;2578,64;1
13873.0;140;24;378,61;0
13874.0;379;18;329,12;2
13875.0;74;104;1563,74;1
13876.0;84;7;114,7;0
13877.0;107;3;61,43;0
13878.0;75;36;819,83;0
13880.0;42;165;2578,64;1
13881.0;24;180;2578,64;1
13882.0;23;66;1034,71;0
13883.0;22;155;2451,54;1
13884.0;28;60;730,93;0
13885.0;210;28;477,04;2
13886.0;92;16;234,46;0
13887.0;225;19;333,18;2
13888.0;140;40;584,39;0
13889.0;113;15;344,97;0
13890.0;22;114;1860,39;1
13892.0;47;27;394,97;0
13893.0;318;21;413,94;2
13894.0;43;30;488,79;0
13895.0;42;119;2168,4;1
13897.0;71;17;286,97;0
13898.0;346;12;154,83;2
13899.0;37;19;355,74;0
13900.0;204;43;652,23;2
13901.0;93;149;2528,86;1
13904.0;58;26;331,8;0
13908.0;100;126;2032,51;1
13911.0;78;148;2164,84;1
13914.0;24;34;566,29;0
13917.0;70;18;266,35;0
13918.0;70;30;629,02;0
13919.0;74;33;343,52;0
13922.0;372;7;143,35;2
13923.0;74;20;328,27;0
13924.0;22;137;1710,24;1
13925.0;57;45;565,38;0
13926.0;44;11;176,45;0
13927.0;95;21;335,88;0
13928.0;31;27;424,59;0
13929.0;190;10;234,92;2
13930.0;78;17;323,38;0
13931.0;106;59;979,51;0
13932.0;315;16;283,84;2
13933.0;130;23;504,86;0
13934.0;284;31;672,22;2
13936.0;192;27;371,61;2
13937.0;190;9;146,96;2
13938.0;56;7;71,66;0
13939.0;44;46;517,55;0
13940.0;38;49;781,24;0
13941.0;42;47;1116,28;0
13946.0;100;11;186,82;0
13947.0;86;5;90,6;0
13948.0;381;3;81,22;2
13949.0;23;160;2155,23;1
13950.0;32;36;603,57;0
13951.0;197;39;612,5;2
13952.0;232;138;2578,64;1
13953.0;28;20;442,67;0
13954.0;22;30;387,32;0
13955.0;175;33;292,07;2
13956.0;26;152;940,13;0
13958.0;393;5;0,0;2
13959.0;100;92;580,86;0
13960.0;42;12;188,33;0
13962.0;42;11;137,75;0
13963.0;329;35;607,02;2
13967.0;166;2;57,82;2
13969.0;28;633;2578,64;1
13971.0;29;158;2578,64;1
13972.0;91;15;190,06;0
13973.0;308;11;212,01;2
13974.0;70;28;413,59;0
13975.0;52;340;2381,68;1
13976.0;227;10;215,01;2
13978.0;35;15;144,63;0
13979.0;94;54;869,87;0
13980.0;81;11;150,26;0
13982.0;60;115;1570,08;1
13983.0;50;112;1442,64;1
13984.0;47;17;339,85;0
13985.0;25;353;2578,64;1
13986.0;38;13;199,72;0
13988.0;40;239;2578,64;1
13989.0;86;41;683,54;0
13990.0;234;16;288,36;2
13991.0;33;86;774,89;0
13992.0;51;5;76,8;0
13993.0;53;125;2451,45;1
13994.0;24;155;2174,34;1
13995.0;36;87;1377,12;1
13999.0;31;212;2578,64;1
14000.0;227;16;305,0;2
14001.0;66;40;904,69;0
14002.0;155;47;488,39;0
14004.0;64;171;2578,64;1
14005.0;30;84;1446,58;1
14006.0;136;30;597,1;0
14009.0;219;44;692,63;2
14012.0;298;11;283,48;2
14013.0;131;34;446,97;0
14014.0;98;39;408,57;0
14015.0;73;20;485,7;0
14016.0;175;162;2578,64;1
14019.0;67;68;1120,62;0
14020.0;37;39;608,83;0
14021.0;176;22;466,25;2
14022.0;246;28;413,03;2
14023.0;28;31;553,36;0
14024.0;142;16;319,52;0
14027.0;81;6;104,82;0
14029.0;84;15;334,92;0
14030.0;39;243;1763,18;1
14031.0;28;258;2578,64;1
14032.0;23;152;2405,4;1
14034.0;43;92;507,74;0
14035.0;49;66;1075,0;0
14036.0;305;38;607,36;2
14037.0;197;28;147,2;2
14038.0;99;93;1549,27;1
14039.0;54;6;111,51;0
14040.0;61;241;2578,64;1
14041.0;287;21;122,28;2
14044.0;47;209;594,17;0
14045.0;130;6;173,46;0
14046.0;305;14;91,48;2
14047.0;29;34;673,04;0
14048.0;298;88;404,89;2
14049.0;37;505;2578,64;1
14050.0;52;54;743,76;0
14051.0;21;215;2578,64;1
14052.0;40;56;221,36;0
14053.0;145;4;95,76;0
14054.0;86;6;92,46;0
14055.0;127;10;231,59;0
14056.0;22;1128;2578,64;1
14057.0;44;291;2578,64;1
14059.0;287;8;153,0;2
14060.0;25;203;2578,64;1
14062.0;30;111;2578,64;1
14064.0;50;82;860,81;0
14066.0;287;7;131,36;2
14067.0;84;52;340,35;0
14068.0;341;24;252,57;2
14071.0;24;333;1313,57;0
14073.0;42;14;151,04;0
14075.0;25;43;790,19;0
14076.0;150;46;113,47;0
14077.0;61;42;407,74;0
14078.0;122;65;554,24;0
14079.0;145;12;176,54;0
14080.0;53;4;45,6;0
14081.0;288;156;886,72;2
14082.0;385;29;174,45;2
14083.0;25;181;991,71;0
14085.0;23;451;2578,64;1
14087.0;23;70;197,27;0
14088.0;31;590;2578,64;1
14089.0;77;14;143,12;0
14090.0;345;1;25,44;2
14092.0;28;217;2578,64;1
14093.0;33;105;434,44;0
14096.0;25;5128;2578,64;1
14098.0;57;21;115,06;0
14099.0;37;252;2578,64;1
14100.0;158;26;194,9;0
14101.0;94;35;802,74;0
14102.0;26;84;1078,06;0
14104.0;175;21;109,25;2
14105.0;106;76;1153,11;0
14107.0;72;124;2290,83;1
14108.0;51;35;545,2;0
14109.0;44;14;144,2;0
14110.0;24;157;2578,64;1
14111.0;35;11;219,81;0
14112.0;43;173;2578,64;1
14113.0;24;40;668,16;0
14114.0;294;15;271,74;2
14116.0;40;72;1237,03;0
14117.0;164;3;86,73;0
14119.0;375;1;0,0;2
14121.0;24;161;2515,86;1
14124.0;105;5;46,56;0
14125.0;31;167;2578,64;1
14126.0;28;16;298,49;0
14127.0;143;44;709,71;0
14128.0;81;46;629,27;0
14129.0;22;52;1056,48;0
14130.0;340;67;455,36;2
14132.0;23;201;2578,64;1
14133.0;150;30;538,39;0
14135.0;22;134;2566,48;1
14138.0;22;47;879,65;0
14139.0;67;26;347,22;0
14140.0;24;67;924,0;0
14141.0;23;46;808,31;0
14142.0;394;22;306,93;2
14143.0;154;7;112,5;0
14145.0;67;12;318,01;0
14146.0;29;245;2578,64;1
14147.0;70;6;130,64;0
14148.0;254;3;58,61;2
14149.0;233;40;437,02;2
14150.0;56;26;440,28;0
14152.0;96;50;613,48;0
14154.0;260;52;925,87;2
14155.0;287;6;118,16;2
14156.0;30;1420;2578,64;1
14157.0;40;49;416,31;0
14158.0;61;41;465,11;0
14159.0;40;1212;2578,64;1
14161.0;236;108;1060,19;2
14162.0;194;25;258,26;2
14163.0;108;52;1158,04;0
14164.0;91;29;710,96;0
14165.0;296;25;116,09;2
14167.0;60;52;564,84;0
14171.0;119;58;348,19;0
14173.0;31;29;305,47;0
14174.0;54;26;132,46;0
14175.0;72;164;2578,64;1
14176.0;318;32;537,25;2
14177.0;105;43;350,67;0
14178.0;29;327;1559,73;1
14179.0;61;165;696,14;0
14180.0;31;248;2578,64;1
14184.0;87;24;414,71;0
14185.0;352;3;36,6;2
14188.0;29;71;1559,89;1
14189.0;23;277;2578,64;1
14191.0;22;263;2578,64;1
14193.0;88;42;781,26;0
14194.0;25;604;2578,64;1
14195.0;222;8;188,95;2
14196.0;127;6;146,35;0
14198.0;25;44;647,68;0
14199.0;239;2;39,11;2
14201.0;81;39;605,22;0
14204.0;23;44;154,48;0
14205.0;31;39;454,43;0
14206.0;260;21;316,38;2
14208.0;115;10;147,8;0
14209.0;31;88;1610,31;1
14210.0;112;103;1815,24;1
14211.0;74;118;1961,63;1
14212.0;110;9;168,81;0
14213.0;392;5;0,0;2
14214.0;51;70;973,24;0
14215.0;32;109;1712,56;1
14216.0;24;59;1078,22;0
14217.0;22;107;1669,98;1
14218.0;63;12;169,48;0
14219.0;25;7;89,34;0
14220.0;268;21;446,74;2
14221.0;63;194;2578,64;1
14222.0;198;41;633,65;2
14223.0;113;61;944,29;0
14224.0;131;118;863,81;0
14226.0;49;73;1304,39;0
14227.0;47;183;2578,64;1
14229.0;72;43;809,14;0
14231.0;200;54;843,14;2
14232.0;52;118;1793,04;1
14233.0;64;36;782,33;0
14234.0;43;159;735,85;0
14235.0;31;80;1633,39;1
14236.0;101;15;230,92;0
14237.0;394;9;133,1;2
14238.0;347;8;134,56;2
14239.0;64;116;2141,99;1
14240.0;51;42;773,39;0
14241.0;204;10;176,21;2
14242.0;255;16;266,95;2
14243.0;29;148;2343,79;1
14245.0;197;112;1631,59;1
14246.0;131;75;1390,38;0
14247.0;299;20;127,97;2
14248.0;339;8;127,49;2
14250.0;28;111;1871,87;1
14251.0;22;78;1737,28;1
14256.0;275;54;902,14;2
14257.0;72;107;2101,98;1
14258.0;30;112;2578,64;1
14259.0;162;5;105,22;0
14261.0;71;52;958,59;0
14262.0;29;143;2424,46;1
14264.0;175;19;303,04;2
14265.0;130;31;465,22;0
14267.0;171;66;1186,76;0
14270.0;352;29;465,96;2
14271.0;246;10;108,32;2
14272.0;94;33;399,95;0
14273.0;72;29;547,28;0
14276.0;109;75;1085,45;0
14277.0;36;228;2578,64;1
14280.0;217;8;124,44;2
14282.0;24;156;2578,64;1
14284.0;51;34;573,96;0
14285.0;42;27;668,98;0
14286.0;44;285;2578,64;1
14287.0;29;11;160,53;0
14288.0;233;17;340,45;2
14289.0;29;47;791,51;0
14290.0;32;103;1844,12;1
14291.0;22;238;2578,64;1
14292.0;28;108;1999,31;1
14293.0;24;61;974,2;0
14295.0;61;7;123,22;0
14297.0;38;64;1155,05;0
14298.0;24;1640;2578,64;1
14299.0;29;162;2570,52;1
14300.0;39;3;43,2;0
14301.0;128;16;314,69;0
14304.0;243;27;342,21;2
14305.0;92;110;1727,94;1
14306.0;72;35;714,77;0
14307.0;109;180;2578,64;1
14309.0;29;123;1918,22;1
14311.0;246;27;279,88;2
14312.0;67;87;1427,33;1
14314.0;127;8;89,75;0
14315.0;42;104;2119,99;1
14317.0;85;24;453,4;0
14320.0;227;42;467,3;2
14321.0;31;123;1362,95;1
14323.0;135;41;573,68;0
14326.0;255;9;152,76;2
14327.0;184;12;234,88;2
14329.0;29;269;2578,64;1
14331.0;145;28;455,38;0
14332.0;43;26;507,41;0
14333.0;85;19;272,63;0
14334.0;37;163;2470,91;1
14335.0;37;63;454,01;0
14336.0;37;90;1384,38;1
14338.0;179;34;540,07;2
14339.0;255;18;276,14;2
14340.0;239;6;128,21;2
14341.0;66;130;2069,92;1
14342.0;42;24;373,28;0
14344.0;148;71;719,98;0
14345.0;59;6;98,29;0
14346.0;141;60;923,72;0
14348.0;281;18;325,69;2
14349.0;31;31;132,95;0
14350.0;291;21;276,44;2
14351.0;185;1;28,91;2
14352.0;178;47;920,58;0
14353.0;236;6;90,6;2
14354.0;26;9;135,54;0
14355.0;386;11;174,4;2
14356.0;81;38;570,55;0
14357.0;64;41;223,18;0
14359.0;40;58;885,44;0
14360.0;52;118;1899,51;1
14362.0;43;41;156,4;0
14364.0;129;69;1459,26;1
14367.0;29;533;2578,64;1
14368.0;340;8;137,0;2
14371.0;316;4;89,81;2
14373.0;379;4;49,95;2
14375.0;206;75;257,68;2
14377.0;212;11;252,02;2
14379.0;65;46;347,01;0
14381.0;73;56;202,68;0
14382.0;47;131;528,97;0
14383.0;59;59;1043,95;0
14385.0;30;14;202,11;0
14386.0;317;7;136,72;2
14387.0;53;140;1647,05;1
14388.0;29;191;2578,64;1
14389.0;29;62;823,22;0
14390.0;31;291;2578,64;1
14393.0;239;5;67,95;2
14395.0;23;353;2578,64;1
14396.0;86;73;482,3;0
14397.0;21;95;1760,5;1
14400.0;162;26;434,7;0
14401.0;25;183;2578,64;1
14403.0;151;26;419,55;0
14404.0;54;104;1257,01;0
14406.0;140;8;142,55;0
14407.0;128;76;1231,29;0
14408.0;31;107;1747,8;1
14409.0;92;55;1034,24;0
14410.0;36;287;1069,97;0
14411.0;331;14;404,74;2
14412.0;56;45;668,65;0
14413.0;383;23;120,7;2
14414.0;112;98;1263,46;0
14415.0;22;612;2578,64;1
14416.0;43;14;247,32;0
14418.0;24;124;1681,14;1
14419.0;31;206;1054,97;0
14420.0;106;30;387,52;0
14421.0;78;27;507,37;0
14422.0;21;222;2578,64;1
14423.0;239;3;78,22;2
14424.0;38;1;28,91;0
14426.0;39;264;2578,64;1
14427.0;71;17;312,71;0
14428.0;28;148;1056,96;0
14431.0;319;22;383,11;2
14432.0;30;382;2124,12;1
14434.0;42;12;346,92;0
14436.0;119;9;84,51;0
14437.0;164;6;63,0;0
14438.0;327;9;131,9;2
14439.0;340;32;886,79;2
14440.0;29;55;1355,04;1
14441.0;21;59;1186,33;0
14442.0;22;68;1225,67;0
14443.0;74;98;1381,63;1
14446.0;21;293;1020,49;0
14447.0;39;70;1142,29;0
14448.0;30;20;158,17;0
14449.0;39;258;895,9;0
14450.0;201;40;482,64;2
14451.0;81;109;661,49;0
14452.0;31;62;252,54;0
14453.0;211;22;117,93;2
14456.0;26;977;2578,64;1
14457.0;331;4;91,77;2
14459.0;176;37;939,39;0
14460.0;131;17;241,16;0
14461.0;169;180;1861,58;1
14462.0;84;246;1887,07;1
14463.0;119;6;149,03;0
14465.0;267;130;622,07;2
14466.0;50;72;1477,62;1
14467.0;38;90;580,21;0
14470.0;32;43;403,89;0
14472.0;124;281;1807,53;1
14473.0;95;7;158,07;0
14474.0;64;30;486,38;0
14475.0;92;47;786,13;0
14476.0;278;19;212,61;2
14477.0;40;11;289,1;0
14479.0;274;18;316,25;2
14480.0;32;13;256,35;0
14481.0;185;30;554,48;2
14482.0;39;144;1295,77;0
14483.0;170;10;135,59;2
14484.0;71;14;302,68;0
14485.0;59;47;163,2;0
14487.0;47;145;1116,58;0
14488.0;72;49;816,28;0
14489.0;228;30;453,42;2
14491.0;196;17;287,65;2
14493.0;28;123;2140,62;1
14494.0;46;7;137,38;0
14495.0;71;6;123,8;0
14496.0;332;19;328,7;2
14497.0;322;31;453,68;2
14498.0;63;193;1614,36;1
14499.0;47;194;815,32;0
14500.0;109;7;173,5;0
14501.0;85;12;236,65;0
14502.0;40;631;2286,56;1
14503.0;24;164;2578,64;1
14504.0;68;107;648,52;0
14505.0;38;803;2578,64;1
14506.0;38;316;1945,4;1
14507.0;44;98;1083,17;0
14508.0;43;57;259,6;0
14511.0;32;71;1200,96;0
14512.0;208;23;231,28;2
14513.0;121;18;138,36;0
14514.0;82;73;913,52;0
14515.0;38;101;1644,5;1
14517.0;54;18;314,57;0
14518.0;85;16;136,62;0
14520.0;22;4;96,93;0
14522.0;45;17;360,18;0
14523.0;129;12;178,02;0
14524.0;52;203;1589,95;1
14525.0;29;298;2578,64;1
14527.0;23;1011;2578,64;1
14528.0;58;18;309,97;0
14529.0;81;229;608,45;0
14530.0;46;216;2551,85;1
14532.0;257;64;866,75;2
14533.0;45;65;1042,25;0
14534.0;23;558;2578,64;1
14535.0;80;333;2578,64;1
14536.0;280;19;145,51;2
14537.0;78;10;259,0;0
14538.0;85;19;348,18;0
14539.0;36;32;513,67;0
14540.0;30;76;956,6;0
14541.0;79;111;1193,7;0
14542.0;206;5;96,46;2
14543.0;24;107;1502,63;1
14544.0;45;114;1561,01;1
14546.0;25;417;2537,22;1
14547.0;24;367;2578,64;1
14548.0;171;4;115,64;2
14549.0;332;56;277,72;2
14550.0;31;48;575,91;0
14551.0;39;10;169,9;0
14552.0;172;58;165,07;2
14553.0;40;113;653,4;0
14554.0;31;216;2106,08;1
14555.0;78;21;288,67;0
14557.0;85;32;376,26;0
14560.0;28;76;1375,74;1
14561.0;96;69;1013,89;0
14562.0;24;446;2578,64;1
14565.0;116;129;2497,86;1
14566.0;131;4;115,64;0
14567.0;56;34;874,44;0
14569.0;22;12;99,57;0
14570.0;301;29;165,62;2
14572.0;24;273;2487,56;1
14573.0;200;241;1404,06;2
14576.0;393;1;28,91;2
14577.0;33;123;859,71;0
14578.0;24;24;137,91;0
14581.0;37;17;115,14;0
14582.0;61;6;101,68;0
14583.0;26;330;1026,88;0
14584.0;190;101;974,33;2
14585.0;71;29;155,91;0
14586.0;248;27;224,52;2
14587.0;39;384;1545,63;1
14589.0;392;3;39,75;2
14591.0;36;197;1290,72;0
14592.0;56;164;560,19;0
14593.0;42;152;553,86;0
14594.0;28;53;376,63;0
14595.0;40;102;1629,27;1
14597.0;32;55;530,7;0
14598.0;65;50;221,55;0
14600.0;326;25;379,53;2
14601.0;31;7;145,29;0
14603.0;295;2;46,91;2
14606.0;22;2782;2578,64;1
14607.0;36;114;2116,42;1
14608.0;25;20;517,96;0
14609.0;93;4;18,72;0
14616.0;263;3;67,9;2
14618.0;30;17;371,49;0
14619.0;260;22;372,26;2
14620.0;225;30;398,92;2
14621.0;22;96;1626,28;1
14622.0;205;21;320,58;2
14623.0;53;135;838,82;0
14624.0;78;13;225,43;0
14625.0;206;57;860,74;2
14626.0;29;126;2255,72;1
14627.0;332;5;0,0;2
14628.0;112;24;495,39;0
14629.0;25;153;877,08;0
14631.0;71;41;738,74;0
14632.0;283;8;105,2;2
14633.0;287;20;330,7;2
14636.0;57;28;565,64;0
14638.0;71;16;342,06;0
14639.0;73;175;2578,64;1
14640.0;36;113;1871,76;1
14641.0;42;7;99,77;0
14642.0;79;2;45,24;0
14643.0;191;34;465,45;2
14644.0;30;29;520,91;0
14645.0;177;30;474,24;2
14646.0;22;2085;2578,64;1
14647.0;222;30;173,13;2
14649.0;25;199;1154,56;0
14651.0;88;102;625,03;0
14652.0;98;29;110,18;0
14653.0;22;237;1733,23;1
14655.0;24;50;1133,71;0
14656.0;190;80;280,7;2
14657.0;38;127;817,58;0
14658.0;26;29;203,11;0
14659.0;29;259;2498,72;1
14660.0;107;30;218,27;0
14661.0;47;4;68,87;0
14662.0;49;168;741,46;0
14664.0;40;99;622,8;0
14665.0;81;117;1591,08;1
14666.0;45;14;191,56;0
14667.0;31;576;2578,64;1
14669.0;262;170;1224,31;2
14670.0;301;132;411,53;2
14672.0;255;61;704,09;2
14673.0;24;74;1389,59;1
14675.0;37;102;549,99;0
14676.0;52;44;923,65;0
14679.0;392;1;0,0;2
14680.0;46;320;2578,64;1
14681.0;92;7;133,53;0
14682.0;208;2;31,2;2
14684.0;46;421;1194,85;0
14687.0;127;15;322,1;0
14688.0;28;359;2578,64;1
14689.0;229;13;111,71;2
14690.0;65;54;371,7;0
14691.0;51;71;1412,5;1
14692.0;158;69;590,35;0
14693.0;285;8;74,31;2
14696.0;25;133;1942,44;1
14697.0;239;22;158,57;2
14698.0;22;210;1213,16;0
14699.0;235;8;109,13;2
14700.0;53;115;1885,37;1
14701.0;31;350;2028,76;1
14702.0;22;348;2578,64;1
14703.0;35;22;318,17;0
14704.0;32;415;1499,82;1
14705.0;219;1;28,91;2
14708.0;23;29;575,64;0
14709.0;36;197;2578,64;1
14710.0;35;139;604,18;0
14711.0;31;359;2055,97;1
14712.0;50;25;413,45;0
14713.0;30;341;2424,05;1
14714.0;45;10;80,83;0
14715.0;45;71;759,81;0
14716.0;64;55;273,4;0
14719.0;22;238;1577,28;1
14720.0;26;37;576,13;0
14722.0;168;29;184,83;2
14723.0;31;278;1125,8;0
14725.0;45;52;576,85;0
14727.0;295;10;187,58;2
14729.0;394;71;306,69;2
14730.0;22;501;1888,3;1
14731.0;68;45;372,11;0
14732.0;29;149;2444,44;1
14733.0;30;216;2578,64;1
14735.0;24;205;2578,64;1
14737.0;24;17;466,04;0
14738.0;60;56;1122,82;0
14739.0;23;61;1359,6;1
14740.0;212;93;1383,23;2
14741.0;32;59;1124,61;0
14744.0;37;28;458,98;0
14745.0;133;70;1112,08;0
14747.0;268;19;296,2;2
14748.0;50;92;1397,28;1
14752.0;64;5;132,92;0
14753.0;108;30;552,06;0
14754.0;65;41;621,92;0
14755.0;30;237;2578,64;1
14756.0;36;38;665,59;0
14757.0;96;19;382,51;0
14758.0;165;71;1223,98;0
14759.0;25;102;1507,95;1
14760.0;315;7;89,2;2
14761.0;79;11;209,43;0
14762.0;284;21;286,28;2
14764.0;64;7;155,84;0
14765.0;50;39;238,08;0
14766.0;29;137;2266,04;1
14768.0;38;6;130,64;0
14769.0;23;1094;2578,64;1
14770.0;253;52;816,24;2
14772.0;133;9;134,46;0
14775.0;79;60;894,87;0
14776.0;72;134;1836,26;1
14777.0;25;3;0,0;0
14778.0;148;35;625,12;0
14779.0;301;41;270,16;2
14780.0;75;27;432,68;0
14782.0;340;6;132,52;2
14784.0;47;15;230,49;0
14785.0;31;3;57,35;0
14788.0;28;30;541,65;0
14789.0;49;6;152,0;0
14790.0;37;46;642,74;0
14792.0;84;4;6,2;0
14793.0;25;15;228,99;0
14794.0;23;82;1201,54;0
14795.0;187;6;128,56;2
14796.0;22;1165;2578,64;1
14798.0;73;12;172,95;0
14799.0;72;13;137,72;0
14800.0;68;392;2578,64;1
14801.0;82;59;193,01;0
14803.0;183;44;387,81;2
14804.0;29;12;258,26;0
